,date,division,pangolinLineage,submittingLab,count
8245,2020-09-02,Zürich,B.1.236,"Department of Biosystems Science and Engineering, ETH Zürich",1
8246,2021-01-29,Bern,C.36.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
8247,2021-05-10,Zürich,P.1,Viollier AG,1
8248,2020-12-31,Solothurn,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",3
8249,2021-08-29,Solothurn,AY.7.1,"Department of Biosystems Science and Engineering, ETH Zürich",2
8250,2021-02-13,Basel-Stadt,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
8251,2020-10-22,Switzerland,B.1.160.16,"Department of Biosystems Science and Engineering, ETH Zürich",2
8252,2020-09-29,Basel-Stadt,B.1.160,"University Hospital Basel, Clinical Bacteriology",1
8253,2021-05-07,Bern,B.1.1.7,"Institute for Infectious Diseases, University of Bern",2
8254,2021-09-13,Bern,B.1.617.2,Microbiology_DrRisch_Buchs,6
8255,2021-02-05,Valais,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",1
8256,2021-09-15,Sankt Gallen,AY.4,Center for Laboratory Medicine,5
8257,2020-10-08,Graubünden,C.35,"Department of Biosystems Science and Engineering, ETH Zürich",1
8258,2020-12-23,Basel-Land,B.1.160.30,"Department of Biosystems Science and Engineering, ETH Zürich",1
8259,2020-12-19,Zürich,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",1
8260,2021-04-26,Basel-Land,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",2
8261,2020-11-22,Solothurn,B.1.523,"Department of Biosystems Science and Engineering, ETH Zürich",1
8262,2020-12-30,Zürich,B.1.160.12,"Department of Biosystems Science and Engineering, ETH Zürich",1
8263,2021-01-06,Aargau,B.1.177,"University Hospital Basel, Clinical Bacteriology",1
8264,2021-09-11,Aargau,AY.41,"Department of Biosystems Science and Engineering, ETH Zürich",1
8265,2021-09-29,Bern,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",6
8266,2021-09-14,Lucerne,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",3
8267,2021-04-06,Schwyz,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
8268,2021-01-12,Solothurn,,"Department of Biosystems Science and Engineering, ETH Zürich",1
8269,2021-05-06,Solothurn,AZ.2,Clinical Bacteriology,1
8270,2021-03-12,Solothurn,B.1.214.2,"Department of Biosystems Science and Engineering, ETH Zürich",2
8271,2021-01-21,Zürich,B.1.177.10,"Department of Biosystems Science and Engineering, ETH Zürich",1
8272,2021-07-24,Sankt Gallen,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
8273,2021-02-11,Ticino,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
8274,2020-11-06,Solothurn,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",3
8275,2021-07-17,Valais,AY.23,"Department of Biosystems Science and Engineering, ETH Zürich",1
8276,2021-06-14,Basel-Stadt,B.1.617.2,Clinical Bacteriology,2
8277,2021-01-19,Sankt Gallen,B.1.160.16,"Department of Biosystems Science and Engineering, ETH Zürich",1
8278,2021-09-08,Sankt Gallen,B.1.617.2,Microbiology_DrRisch_Buchs,1
8279,2021-09-11,Sankt Gallen,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",13
8280,2020-12-25,Solothurn,B.1.160.16,"Department of Biosystems Science and Engineering, ETH Zürich",5
8281,2021-05-24,Thurgau,B.1.1.7,Institute of Medical Virology,1
8282,2020-11-09,Solothurn,B.1.177.23,"Department of Biosystems Science and Engineering, ETH Zürich",1
8283,2021-07-28,Zürich,B.1.617.2,Institute of Medical Virology,17
8284,2020-12-19,Schwyz,B.1.160.22,"Department of Biosystems Science and Engineering, ETH Zürich",1
8285,2021-01-16,Zürich,B.1.258.17,"Institute of Medical Virology, University of Zurich",1
8286,2020-09-29,Bern,B.1.416.1,"Department of Biosystems Science and Engineering, ETH Zürich",4
8287,2021-01-27,Geneva,B.1.160.16,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8288,2021-01-31,Geneva,B.1.177.44,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8289,2021-05-22,Valais,B.1.1.7,"Valais Hospital, Central Institute",7
8290,2020-11-12,Geneva,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
8291,2021-05-15,Fribourg,C.36,"Microbiology, Dr. Risch",1
8292,2021-09-14,Zürich,AY.14,"Department of Biosystems Science and Engineering, ETH Zürich",1
8293,2021-01-14,Solothurn,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",2
8294,2021-02-18,Basel-Land,B.1.258.14,"Department of Biosystems Science and Engineering, ETH Zürich",1
8295,2021-09-11,Zug,AY.34,"Department of Biosystems Science and Engineering, ETH Zürich",1
8296,2020-12-24,Basel-Land,C.18,"Department of Biosystems Science and Engineering, ETH Zürich",1
8297,2021-10-05,Jura,B.1.617.2,Microbiology,4
8298,2021-09-23,Lucerne,AY.24,"Department of Biosystems Science and Engineering, ETH Zürich",1
8299,2021-08-12,Bern,AY.4,Clinical Bacteriology,1
8300,2021-06-10,Zürich,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",7
8301,2021-05-13,Zürich,B.1.1.7,Viollier AG,3
8302,2020-09-25,Bern,B.1.160,"University Hospital Basel, Clinical Bacteriology",1
8303,2020-12-24,Basel-Land,B.1.187,"Department of Biosystems Science and Engineering, ETH Zürich",1
8304,2021-01-31,Basel-Land,B.1.160.11,"University Hospital Basel, Clinical Bacteriology",1
8305,2021-02-21,Valais,B.1.177.44,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8306,2021-08-18,Geneva,AY.4,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
8307,2020-12-16,Bern,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",1
8308,2021-08-09,Bern,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",27
8309,2021-08-06,Basel-Stadt,AY.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
8310,2021-08-02,Bern,AY.39,"Microbiology, Dr. Risch",2
8311,2021-01-02,Basel-Land,B.1.1.47,"Department of Biosystems Science and Engineering, ETH Zürich",2
8312,2020-12-28,Graubünden,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",1
8313,2021-04-05,Sankt Gallen,B.1.258,Center for Laboratory Medicine St. Gallen,1
8314,2020-12-15,Basel-Stadt,B.1.160.32,"Department of Biosystems Science and Engineering, ETH Zürich",2
8315,2021-08-18,Vaud,AY.7.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
8316,2021-07-17,Ticino,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
8317,2021-08-18,Ticino,AY.11,Laboratorio di Microbiologia,1
8318,2020-12-16,Aargau,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",2
8319,2021-02-06,Neuchâtel,AZ.3,"Genomics and Transcriptomics, Philip Morris International",1
8320,2021-01-25,Aargau,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",2
8321,2021-05-14,Geneva,B.1.1.7,Genesupport,12
8322,2020-12-26,Schaffhausen,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",4
8323,2020-12-13,Zürich,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8324,2021-04-30,Ticino,B.1.1.7,,7
8325,2020-12-12,Bern,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",7
8326,2020-10-26,Schaffhausen,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",1
8327,2021-02-05,Zürich,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",1
8328,2021-01-22,Zürich,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",2
8329,2021-05-17,Neuchâtel,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
8330,2020-12-07,Neuchâtel,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",3
8331,2021-09-06,Thurgau,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",2
8332,2021-09-30,Valais,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
8333,2020-10-04,Bern,B.1.160,"University Hospital Basel, Clinical Bacteriology",1
8334,2021-07-19,Schaffhausen,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",3
8335,2021-08-28,Aargau,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",18
8336,2020-05-01,Uri,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8337,2020-09-11,Basel-Stadt,B.1,"University Hospital Basel, Clinical Bacteriology",1
8338,2020-12-20,Zürich,B.1.2,"Institute of Medical Virology, University of Zurich",1
8339,2020-10-01,Zürich,B.1.1.70,"Department of Biosystems Science and Engineering, ETH Zürich",1
8340,2021-07-05,Neuchâtel,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",3
8341,2021-03-31,Schwyz,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
8342,2020-07-15,Basel-Stadt,B.1.406,"Department of Biosystems Science and Engineering, ETH Zürich",1
8343,2021-09-02,Graubünden,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",2
8344,2021-07-31,Lucerne,B.1.617.2,Genesupport,3
8345,2021-09-12,Bern,AY.4,"Institute for Infectious Diseases, University of Bern",1
8346,2021-09-06,Zürich,AY.4,Institute of Medical Virology,6
8347,2021-05-30,Ticino,P.1,Laboratorio di Microbiologia,1
8348,2021-06-10,Vaud,B.1.1.7,Laboratory of genomics and metagenomics,1
8349,2021-10-12,Valais,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
8350,2021-01-12,Zürich,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",1
8351,2020-11-17,Basel-Land,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",3
8352,2020-11-09,Solothurn,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",1
8353,2021-02-17,Bern,B.1.177.85,"Department of Biosystems Science and Engineering, ETH Zürich",2
8354,2020-10-07,Basel-Stadt,B.1.160.32,"University Hospital Basel, Clinical Bacteriology",1
8355,2021-08-08,Ticino,AY.4,Laboratorio di Microbiologia,1
8356,2021-07-28,Geneva,AY.5,Genesupport,1
8357,2021-07-01,Valais,B.1.617.2,"Valais Hospital, Central Institute",1
8358,2020-12-19,Basel-Land,B.1.160.11,"Department of Biosystems Science and Engineering, ETH Zürich",2
8359,2021-01-06,Solothurn,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",2
8360,2020-10-21,Switzerland,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",1
8361,2021-01-29,Zürich,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",1
8362,2021-07-01,Ticino,B.1.617.2,Laboratorio di Microbiologia,1
8363,2021-08-08,Vaud,AY.5,Laboratory of genomics and metagenomics,1
8364,2021-01-18,Schwyz,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",3
8365,2021-01-21,Geneva,B.1.243,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
8366,2020-10-07,Bern,C.35,"Department of Biosystems Science and Engineering, ETH Zürich",1
8367,2020-12-17,Basel-Stadt,B.1.221,"University Hospital Basel, Clinical Bacteriology",1
8368,2021-09-05,Vaud,AY.9,Laboratory of genomics and metagenomics,1
8369,2021-02-24,Schaffhausen,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
8370,2021-06-12,Solothurn,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
8371,2020-11-08,Schwyz,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",1
8372,2021-01-11,Vaud,B.1.177.32,"Department of Biosystems Science and Engineering, ETH Zürich",1
8373,2021-09-06,Valais,AY.39,"Valais Hospital, Central Institute",2
8374,2021-01-13,Basel-Land,B.1.160.11,"Department of Biosystems Science and Engineering, ETH Zürich",1
8375,2021-09-09,Valais,AY.4,Genesupport,1
8376,2021-03-30,Basel-Land,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",43
8377,2020-12-14,Neuchâtel,B.1.160.16,Swiss National Reference Centre for Influenza,2
8378,2021-09-18,Geneva,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
8379,2021-04-09,Zürich,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",26
8380,2021-08-05,Vaud,AY.4,Laboratory of genomics and metagenomics,3
8381,2021-01-15,Geneva,P.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8382,2020-03-17,Basel-Land,B.1,"University Hospital Basel, Clinical Bacteriology",11
8383,2021-01-04,Zürich,B.1.1.72,"Department of Biosystems Science and Engineering, ETH Zürich",1
8384,2021-09-07,Zürich,AY.33,"Department of Biosystems Science and Engineering, ETH Zürich",1
8385,2021-03-25,Solothurn,B.1.1.7,Clinical Bacteriology,2
8386,2020-11-02,Solothurn,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
8387,2021-01-29,Zürich,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",3
8388,2020-12-24,Schaffhausen,B.1.160.31,"Department of Biosystems Science and Engineering, ETH Zürich",1
8389,2021-05-06,Geneva,C.36.3,"HUG, Laboratory of Virology and the Health2030 Genome Center",4
8390,2021-01-13,Aargau,B.1.146,"Department of Biosystems Science and Engineering, ETH Zürich",1
8391,2021-05-08,,B.1.1.7,"HUG, Laboratory of Virology and the Health2030 Genome Center",3
8392,2021-06-08,Geneva,AY.1,Genesupport,1
8393,2020-12-06,Bern,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",4
8394,2021-07-22,Zürich,AY.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8395,2021-09-19,Geneva,AY.33,Genesupport,1
8396,2021-04-03,Zürich,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8397,2021-07-23,Schaffhausen,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
8398,2021-07-13,Valais,B.1.617.2,Genesupport,1
8399,2021-01-26,Vaud,B.1.1.7,"Laboratory of genomics and metagenomics, Institute of Microbiology, University Hospital Centre and University of Lausanne, Switzerland",3
8400,2021-07-30,Thurgau,AY.7.1,Institute of Medical Virology,3
8401,2021-04-19,Basel-Stadt,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",18
8402,2021-04-10,,Q.4,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8403,2021-08-30,Aargau,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",3
8404,2021-09-13,Aargau,AY.7.1,Institute of Medical Virology,1
8405,2021-08-04,Bern,B.1.617.2,SRO AG,2
8406,2021-08-28,Schaffhausen,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",1
8407,2020-05-01,Bern,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",3
8408,2020-10-01,Graubünden,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",2
8409,2021-07-16,Geneva,AY.9,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8410,2020-11-12,Fribourg,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",1
8411,2020-10-21,Switzerland,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",1
8412,2021-04-12,Graubünden,P.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8413,2020-12-20,Solothurn,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",1
8414,2020-12-18,Schaffhausen,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",1
8415,2021-06-25,Thurgau,B.1.1.7,Institute of Medical Virology,1
8416,2021-01-26,,B.1.258,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8417,2020-09-30,Basel-Stadt,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",2
8418,2020-11-29,Neuchâtel,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8419,2021-06-04,Bern,,"Department of Biosystems Science and Engineering, ETH Zürich",1
8420,2021-01-21,Bern,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",2
8421,2020-07-22,Basel-Land,B.1.1.70,"Department of Biosystems Science and Engineering, ETH Zürich",1
8422,2021-04-09,Valais,A,"Department of Biosystems Science and Engineering, ETH Zürich",1
8423,2020-12-04,Schaffhausen,B.1.236,"Department of Biosystems Science and Engineering, ETH Zürich",1
8424,2020-11-11,Schaffhausen,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",2
8425,2021-05-24,Sankt Gallen,B.1.1.7,Center for Laboratory Medicine,5
8426,2020-04-01,Vaud,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",3
8427,2020-12-12,Schaffhausen,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
8428,2021-07-14,Basel-Land,AY.23,"Department of Biosystems Science and Engineering, ETH Zürich",1
8429,2021-04-23,Geneva,C.36.3,"HUG, Laboratory of Virology and the Health2030 Genome Center",3
8430,2021-03-13,Geneva,B.1.36.35,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8431,2021-01-03,Solothurn,B.1.160.16,"Department of Biosystems Science and Engineering, ETH Zürich",2
8432,2021-07-13,Sankt Gallen,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",2
8433,2020-11-12,Ticino,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
8434,2021-01-29,Bern,B.1.177.28,"Department of Biosystems Science and Engineering, ETH Zürich",1
8435,2021-08-09,Graubünden,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",2
8436,2021-10-04,Bern,AY.34,Microbiology,1
8437,2021-09-23,Graubünden,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",4
8438,2020-12-15,Aargau,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",1
8439,2020-11-17,Graubünden,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",1
8440,2020-12-19,Zürich,B.1.177.51,"Department of Biosystems Science and Engineering, ETH Zürich",1
8441,2020-11-09,Bern,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",7
8442,2021-07-26,Thurgau,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
8443,2020-12-01,Schwyz,B.1.160.16,"Department of Biosystems Science and Engineering, ETH Zürich",1
8444,2021-10-01,Lucerne,B.1.617.2,Clinical Bacteriology,1
8445,2020-11-23,Solothurn,B.1.160.15,"Department of Biosystems Science and Engineering, ETH Zürich",1
8446,2021-01-03,Bern,B.1.36.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8447,2020-12-30,Basel-Stadt,B.1.258,"University Hospital Basel, Clinical Bacteriology",1
8448,2021-09-23,Lucerne,AY.4,Genesupport,5
