,date,division,pangolinLineage,submittingLab,count
13224,2021-08-10,Bern,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",18
13225,2020-07-02,Zürich,C.35,"Department of Biosystems Science and Engineering, ETH Zürich",2
13226,2021-02-05,Aargau,Q.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13227,2021-08-09,Solothurn,AY.4.3,Institute for Infectious Diseases,1
13228,2020-12-31,Bern,B.1.160.28,"Department of Biosystems Science and Engineering, ETH Zürich",2
13229,2020-12-29,Zürich,B.1.177.81,"Department of Biosystems Science and Engineering, ETH Zürich",2
13230,2021-02-13,Basel-Stadt,B.1.1.523,"Department of Biosystems Science and Engineering, ETH Zürich",1
13231,2021-01-17,Geneva,B.1.160.16,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13232,2021-10-08,Zürich,AY.4.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
13233,2021-06-07,Basel-Stadt,B.1.1.7,Clinical Bacteriology,7
13234,2021-01-22,Uri,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
13235,2020-08-24,Vaud,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",2
13236,2021-02-13,Vaud,B.1.1.7,Laboratory of genomics and metagenomics,5
13237,2021-08-03,Schaffhausen,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",4
13238,2021-09-29,Zürich,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",9
13239,2020-12-07,Basel-Land,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",3
13240,2021-09-04,Sankt Gallen,AY.39,Microbiology,1
13241,2021-08-10,Vaud,B.1.1.7,Laboratory of genomics and metagenomics,1
13242,2021-02-17,Valais,B.1.1.7,"HUG, Laboratory of Virology and the Health2030 Genome Center",4
13243,2021-04-17,Vaud,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",4
13244,2020-07-08,Zürich,B.1.236,"Department of Biosystems Science and Engineering, ETH Zürich",1
13245,2021-01-29,Geneva,B.1,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13246,2021-10-05,Bern,AY.7.1,Microbiology,1
13247,2020-12-14,Bern,B.1.177.23,"Department of Biosystems Science and Engineering, ETH Zürich",1
13248,2020-12-03,Geneva,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",2
13249,2021-01-05,Bern,B.1.160.26,Clinical Bacteriology,1
13250,2021-06-04,Basel-Land,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",11
13251,2021-01-19,Geneva,B.1.1.189,"Department of Biosystems Science and Engineering, ETH Zürich",1
13252,2021-10-01,Vaud,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
13253,2021-10-09,Valais,AY.5,"Valais Hospital, Central Institute",1
13254,2021-07-21,Schaffhausen,P.1.17.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13255,2020-11-22,Schaffhausen,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13256,2021-09-30,Lucerne,AY.4,SRO AG,1
13257,2021-07-29,Bern,AY.5,Clinical Bacteriology,1
13258,2021-07-19,Basel-Land,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",25
13259,2021-10-15,Ticino,AY.10,Laboratorio di Microbiologia,1
13260,2020-11-04,Basel-Land,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",2
13261,2020-12-13,Schaffhausen,B.1.1.37,"Department of Biosystems Science and Engineering, ETH Zürich",2
13262,2021-07-26,Schwyz,AY.6,"Department of Biosystems Science and Engineering, ETH Zürich",1
13263,2021-10-05,Basel-Land,AY.33,"Department of Biosystems Science and Engineering, ETH Zürich",1
13264,2021-02-10,,B.1.160,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
13265,2021-09-17,Aargau,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",4
13266,2021-09-09,Vaud,B.1.617.2,Laboratory of genomics and metagenomics,14
13267,2021-08-06,Vaud,AY.5,Laboratory of genomics and metagenomics,1
13268,2020-04-02,Basel-Stadt,B.1.93,"University Hospital Basel, Clinical Bacteriology",1
13269,2021-09-29,Zürich,AY.23,Institute of Medical Virology,2
13270,2021-10-05,Graubünden,AY.4,Microbiology,1
13271,2021-09-20,Vaud,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",1
13272,2021-09-10,Lucerne,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",1
13273,2021-07-27,Sankt Gallen,B.1.617.2,Institute of Medical Virology,1
13274,2021-08-18,Graubünden,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",2
13275,2021-04-27,Glarus,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",3
13276,2021-09-22,Aargau,AY.39,"Department of Biosystems Science and Engineering, ETH Zürich",2
13277,2021-01-25,Basel-Land,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",1
13278,2021-10-12,Zürich,AY.7.1,Institute of Medical Virology,1
13279,2021-09-06,Sankt Gallen,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",1
13280,2021-09-08,Vaud,AY.4,Laboratory of genomics and metagenomics,4
13281,2021-02-06,Bern,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",2
13282,2021-10-06,Basel-Stadt,B.1.617.2,Clinical Bacteriology,3
13283,2020-12-01,Bern,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",1
13284,2021-03-16,,B.1.1.7,"HUG, Laboratory of Virology and the Health2030 Genome Center",3
13285,2021-05-10,Basel-Land,,"Department of Biosystems Science and Engineering, ETH Zürich",1
13286,2021-10-11,Lucerne,B.1.617.2,"Institute for Infectious Diseases, University of Bern",2
13287,2021-06-07,Basel-Stadt,,"Department of Biosystems Science and Engineering, ETH Zürich",1
13288,2021-01-03,Basel-Land,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",4
13289,2021-07-08,Geneva,B.1.1.7,Genesupport,1
13290,2021-04-07,Thurgau,B.1.351,"Department of Biosystems Science and Engineering, ETH Zürich",1
13291,2021-08-18,Aargau,AY.39,Institute of Medical Virology,1
13292,2021-10-05,Vaud,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
13293,2021-09-07,Vaud,B.1.617.2,Laboratory of genomics and metagenomics,7
13294,2020-12-30,Basel-Land,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",20
13295,2021-01-19,Ticino,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",1
13296,2021-08-02,Solothurn,B.1.351.5,"Department of Biosystems Science and Engineering, ETH Zürich",2
13297,2021-08-11,Sankt Gallen,B.1.617.2,Institute of Medical Virology,2
13298,2021-09-29,Geneva,AY.29.1,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13299,2021-01-08,Bern,B.1.160.16,Clinical Bacteriology,1
13300,2021-09-10,Thurgau,AY.4.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
13301,2020-07-07,Schwyz,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
13302,2021-05-04,Aargau,B.1.1.7,"Microbiology, Dr. Risch",1
13303,2021-09-22,Schaffhausen,AY.23,"Department of Biosystems Science and Engineering, ETH Zürich",1
13304,2021-09-20,Schwyz,AY.5,"Department of Biosystems Science and Engineering, ETH Zürich",1
13305,2020-07-29,Aargau,B.1.1.406,"Department of Biosystems Science and Engineering, ETH Zürich",1
13306,2021-07-22,Ticino,AY.7.2,Synlab Bioggio,1
13307,2021-01-19,Bern,B.1.177.31,"Department of Biosystems Science and Engineering, ETH Zürich",1
13308,2020-12-07,Basel-Land,B.1.1.189,"Department of Biosystems Science and Engineering, ETH Zürich",1
13309,2021-08-29,Sankt Gallen,AY.39,Institute of Medical Virology,1
13310,2021-01-14,Vaud,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",1
13311,2021-06-07,Bern,B.1.1.7,Institute for Infectious Diseases,6
13312,2021-10-18,Bern,AY.7.2,Microbiology,1
13313,2020-11-09,Schaffhausen,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
13314,2021-09-22,Vaud,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",8
13315,2021-02-15,Schaffhausen,B.1.36.35,"Department of Biosystems Science and Engineering, ETH Zürich",2
13316,2021-03-11,Basel-Land,P.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13317,2021-09-21,Basel-Stadt,AY.33,"Department of Biosystems Science and Engineering, ETH Zürich",1
13318,2021-08-02,Geneva,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
13319,2021-06-26,Zürich,B.1.621.1,Institute of Medical Virology,1
13320,2020-12-13,Aargau,B.1.160.30,"Department of Biosystems Science and Engineering, ETH Zürich",2
13321,2020-03-12,Switzerland,B.1.1.142,"Department of Biosystems Science and Engineering, ETH Zürich",2
13322,2021-01-26,Thurgau,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",1
13323,2021-01-11,Zürich,B.1.160.26,"Department of Biosystems Science and Engineering, ETH Zürich",1
13324,2021-09-07,Ticino,AY.4,Synlab Bioggio,2
13325,2021-01-07,Zürich,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13326,2020-12-31,Zürich,B.1.160.10,"Department of Biosystems Science and Engineering, ETH Zürich",1
13327,2020-11-26,Basel-Stadt,B.1.160.32,"University Hospital Basel, Clinical Bacteriology",2
13328,2021-10-04,Vaud,AY.4,Laboratory of genomics and metagenomics,2
13329,2020-10-30,Sankt Gallen,B.1.160.14,Swiss National Reference Centre for Influenza,1
13330,2021-05-04,Bern,AZ.2.1,Viollier AG,1
13331,2020-12-25,Bern,B.1.160.32,"Department of Biosystems Science and Engineering, ETH Zürich",1
13332,2021-08-08,Vaud,AY.34,"Department of Biosystems Science and Engineering, ETH Zürich",1
13333,2021-01-16,Valais,B.1.177,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13334,2021-02-13,Aargau,B.1.36.22,"Department of Biosystems Science and Engineering, ETH Zürich",1
13335,2020-11-13,Neuchâtel,B.1.474,"Department of Biosystems Science and Engineering, ETH Zürich",1
13336,2021-01-11,Schwyz,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",3
13337,2021-05-18,Sankt Gallen,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",7
13338,2021-08-29,Zürich,AY.6,"Department of Biosystems Science and Engineering, ETH Zürich",1
13339,2020-10-09,Basel-Land,B.1.1.39,"University Hospital Basel, Clinical Bacteriology",1
13340,2021-10-13,Schwyz,AY.7.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13341,2021-01-29,Schwyz,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
13342,2021-09-01,Bern,AY.9,SRO AG,1
13343,2021-01-30,Zürich,B.1.177.71,"Department of Biosystems Science and Engineering, ETH Zürich",1
13344,2021-08-24,Aargau,AY.7.1,Clinical Bacteriology,1
13345,2021-01-04,Basel-Land,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",2
13346,2021-03-29,Sankt Gallen,B.1.258,Center for Laboratory Medicine St. Gallen,1
13347,2021-09-06,Solothurn,AY.31,"Department of Biosystems Science and Engineering, ETH Zürich",1
13348,2020-10-18,Basel-Stadt,B.1.160.15,"University Hospital Basel, Clinical Bacteriology",1
13349,2021-08-15,Bern,AY.39,Institute for Infectious Diseases,1
13350,2021-01-11,Solothurn,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",5
13351,2020-08-21,Basel-Stadt,B.1.177,"University Hospital Basel, Clinical Bacteriology",1
13352,2021-05-16,Bern,B.1.214.2,"Microbiology, Dr. Risch",1
13353,2021-09-23,Geneva,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
13354,2021-08-10,Vaud,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",8
13355,2021-07-27,Solothurn,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
13356,2021-02-07,Solothurn,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",2
13357,2021-06-22,Geneva,AY.23,Genesupport,1
13358,2021-03-15,Sankt Gallen,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",5
13359,2020-12-27,Bern,B.1.160.12,"Department of Biosystems Science and Engineering, ETH Zürich",2
13360,2020-12-28,Bern,B.1.160.22,"Department of Biosystems Science and Engineering, ETH Zürich",1
13361,2021-08-21,Bern,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13362,2021-01-14,Geneva,B.1,"HUG, Laboratory of Virology and the Health2030 Genome Center",6
13363,2021-01-15,Valais,B.1.160.31,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13364,2021-07-01,Geneva,AY.20,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13365,2021-06-03,Vaud,B.1.1.7,Laboratory of genomics and metagenomics,6
13366,2021-07-01,Zürich,B.1.1.7,Institute of Medical Virology,2
13367,2021-07-23,Zürich,AY.20,Institute of Medical Virology,1
13368,2021-05-08,Aargau,B.1.1.7,Viollier AG,1
13369,2021-01-07,Solothurn,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",3
13370,2021-08-03,Bern,B.1.617.2,Clinical Bacteriology,9
13371,2020-07-31,Aargau,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",2
13372,2021-07-13,Geneva,AY.5,Genesupport,1
13373,2021-08-05,Zürich,AY.39,"Department of Biosystems Science and Engineering, ETH Zürich",2
13374,2021-01-10,Geneva,B.1.177.4,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13375,2020-11-04,Solothurn,B.1.160.15,"Department of Biosystems Science and Engineering, ETH Zürich",1
13376,2020-12-04,Valais,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
13377,2021-09-09,Vaud,AY.39,Genesupport,1
13378,2020-12-15,Bern,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",4
13379,2021-09-29,Bern,AY.4,Clinical Bacteriology,2
13380,2021-01-04,Schwyz,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",2
13381,2020-12-31,Thurgau,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",3
13382,2020-10-31,Basel-Stadt,B.1.221,"University Hospital Basel, Clinical Bacteriology",1
13383,2021-06-11,Basel-Stadt,B.1.1.7,Clinical Bacteriology,1
13384,2021-01-08,Aargau,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",6
13385,2021-10-05,Schwyz,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",3
13386,2020-11-23,Solothurn,B.1.177.23,"University Hospital Basel, Clinical Bacteriology",1
13387,2021-01-05,Basel-Land,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",8
13388,2020-11-01,Basel-Land,B.1.160,"University Hospital Basel, Clinical Bacteriology",3
13389,2021-06-25,Thurgau,AZ.2.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13390,2021-08-25,Fribourg,AY.39,"Microbiology, Dr. Risch",1
13391,2021-07-23,Valais,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13392,2021-06-23,Thurgau,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13393,2021-09-07,Sankt Gallen,AY.4,Institute of Medical Virology,3
13394,2021-01-07,Bern,B.1.160.11,"Department of Biosystems Science and Engineering, ETH Zürich",1
13395,2021-02-19,Zürich,B.1.160.16,"Department of Biosystems Science and Engineering, ETH Zürich",1
13396,2020-12-18,Aargau,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",3
13397,2020-11-30,Bern,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",4
13398,2021-10-12,Vaud,AY.7.1,Laboratory of genomics and metagenomics,1
13399,2021-05-30,Thurgau,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
13400,2021-03-23,Sankt Gallen,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13401,2021-01-16,Schwyz,B.1.236,"Department of Biosystems Science and Engineering, ETH Zürich",1
13402,2020-12-29,Aargau,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",2
13403,2020-11-25,Basel-Land,B.1.416.1,"Department of Biosystems Science and Engineering, ETH Zürich",2
13404,2021-05-23,Sankt Gallen,Q.8,"Microbiology, Dr. Risch",1
13405,2021-07-08,Geneva,AY.1,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
13406,2021-01-11,Sankt Gallen,B.1.160.12,"Department of Biosystems Science and Engineering, ETH Zürich",1
13407,2021-04-20,Ticino,B.1.1.7,Viollier AG,3
13408,2020-12-14,Schwyz,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13409,2021-03-05,Schwyz,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13410,2021-08-15,Basel-Stadt,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",2
13411,2020-12-03,Zürich,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
13412,2021-08-01,Solothurn,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",8
13413,2021-04-28,Vaud,B.1.1.7,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
13414,2021-06-13,Solothurn,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
13415,2020-11-25,Lucerne,B.1.36.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13416,2021-01-04,Zürich,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",2
13417,2021-04-29,Basel-Land,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
13418,2021-08-26,Valais,B.1.1.7,"Valais Hospital, Central Institute",1
13419,2020-12-27,Solothurn,B.1.1.519,"Department of Biosystems Science and Engineering, ETH Zürich",1
13420,2020-12-18,Aargau,B.1.1.445,"Department of Biosystems Science and Engineering, ETH Zürich",1
13421,2021-08-30,Bern,AY.7.1,Institute for Infectious Diseases,2
13422,2021-09-24,Zürich,AY.4,Institute of Medical Virology,3
13423,2021-01-22,Zürich,B.1.177.77,"Department of Biosystems Science and Engineering, ETH Zürich",1
13424,2021-09-03,Geneva,AY.5,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
13425,2021-01-14,Vaud,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",4
13426,2021-05-18,Solothurn,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",7
13427,2020-11-02,Vaud,B.1.177,Laboratory of genomics and metagenomics,1
13428,2021-08-16,Geneva,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",32
13429,2021-10-10,Vaud,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",3
13430,2020-11-29,Neuchâtel,B.1.160.15,"Department of Biosystems Science and Engineering, ETH Zürich",1
13431,2021-04-17,Solothurn,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",11
13432,2021-10-14,Valais,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
13433,2021-07-15,Basel-Stadt,AY.9,Clinical Bacteriology,1
13434,2021-01-01,Schaffhausen,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13435,2021-01-21,Vaud,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",1
13436,2021-01-26,Zürich,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",3
13437,2021-09-13,Basel-Land,AY.5,"Department of Biosystems Science and Engineering, ETH Zürich",3
13438,2021-05-30,Solothurn,B.1.1.7,Viollier AG,1
13439,2021-02-03,Lucerne,B.1.378,"Department of Biosystems Science and Engineering, ETH Zürich",1
13440,2021-07-18,Vaud,AY.4,Laboratory of genomics and metagenomics,1
13441,2021-07-21,Zürich,AY.5,Institute of Medical Virology,1
13442,2021-09-21,Bern,AY.7.2,SRO AG,1
13443,2020-09-25,Vaud,B.1.160.26,"Department of Biosystems Science and Engineering, ETH Zürich",1
13444,2020-09-05,Basel-Stadt,B.1.221,"University Hospital Basel, Clinical Bacteriology",1
13445,2021-01-28,Solothurn,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",1
13446,2021-02-15,Bern,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13447,2020-12-07,Solothurn,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",1
13448,2020-11-05,Basel-Stadt,B.1.177.23,Swiss National Reference Centre for Influenza,1
13449,2020-03-20,Switzerland,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",7
13450,2020-03-23,Basel-Land,B.1,"University Hospital Basel, Clinical Bacteriology",1
13451,2020-11-18,Vaud,B.1.367,"Department of Biosystems Science and Engineering, ETH Zürich",2
13452,2021-01-15,Aargau,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",1
13453,2020-12-30,Schwyz,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",1
13454,2020-08-19,Basel-Land,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13455,2021-05-15,Schwyz,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",3
13456,2021-09-23,Bern,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",4
13457,2020-11-06,Solothurn,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13458,2021-08-04,Geneva,AY.5,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
13459,2021-09-06,Schwyz,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",3
13460,2021-09-07,Valais,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",7
13461,2021-03-13,Basel-Land,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",11
13462,2020-11-07,Basel-Land,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",1
13463,2021-04-07,Vaud,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",6
13464,2020-11-04,Bern,B.1.160.11,"Department of Biosystems Science and Engineering, ETH Zürich",1
13465,2021-09-01,Zürich,AY.4,Institute of Medical Virology,2
13466,2021-07-13,Thurgau,B.1.617.2,Institute of Medical Virology,1
13467,2021-08-29,Geneva,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",29
13468,2020-04-07,Basel-Land,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",3
13469,2021-08-14,Schaffhausen,B.1.617.2,Institute of Medical Virology,1
13470,2021-03-24,Ticino,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13471,2020-12-31,Solothurn,B.1.1.70,"Department of Biosystems Science and Engineering, ETH Zürich",1
13472,2021-01-15,Bern,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",5
13473,2021-08-16,Schaffhausen,AY.33,"Department of Biosystems Science and Engineering, ETH Zürich",2
13474,2021-07-22,Basel-Stadt,B.1.617.2,Clinical Bacteriology,11
13475,2021-05-27,Aargau,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",7
13476,2021-09-30,Bern,AY.4,SRO AG,2
13477,2021-03-23,Vaud,B.1.1.7,Laboratory of genomics and metagenomics,3
13478,2021-02-22,Bern,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
13479,2021-08-26,Zug,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",3
13480,2020-10-21,Solothurn,B.1.177,"University Hospital Basel, Clinical Bacteriology",2
13481,2021-05-03,Zürich,B.1.1.7,Institute of Medical Virology,14
13482,2020-11-11,Aargau,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",1
13483,2020-12-15,Basel-Land,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",3
13484,2020-11-08,Neuchâtel,B.1.160.26,"Department of Biosystems Science and Engineering, ETH Zürich",1
13485,2021-10-05,Zürich,AY.4,Institute of Medical Virology,4
13486,2020-08-26,Zürich,B.1.1.218,"Department of Biosystems Science and Engineering, ETH Zürich",1
13487,2021-07-23,Bern,AY.39,Institute for Infectious Diseases,1
13488,2021-10-11,Solothurn,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
13489,2020-09-06,Basel-Stadt,B.1.177,"University Hospital Basel, Clinical Bacteriology",1
13490,2021-05-02,Aargau,P.1,"Department of Biosystems Science and Engineering, ETH Zürich",2
13491,2021-08-10,Graubünden,AY.39,"Microbiology, Dr. Risch",1
13492,2021-03-01,Sankt Gallen,B.1.1.70,"Department of Biosystems Science and Engineering, ETH Zürich",1
13493,2020-12-20,Schwyz,B.1.177.23,"Department of Biosystems Science and Engineering, ETH Zürich",7
13494,2021-03-01,Bern,B.1.36.35,"Department of Biosystems Science and Engineering, ETH Zürich",1
13495,2020-11-23,Aargau,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",3
13496,2021-07-09,Aargau,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
13497,2021-01-29,Bern,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",1
13498,2021-10-08,Zürich,AY.4,Institute of Medical Virology,5
13499,2021-04-12,Valais,B.1.575,"Department of Biosystems Science and Engineering, ETH Zürich",2
13500,2021-06-07,Zürich,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",5
13501,2021-08-16,Geneva,AY.5,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
13502,2020-12-20,Solothurn,B.1.160.10,"Department of Biosystems Science and Engineering, ETH Zürich",2
13503,2021-07-25,Valais,B.1.617.2,"Valais Hospital, Central Institute",2
13504,2021-03-24,Solothurn,B.1.214.2,"Department of Biosystems Science and Engineering, ETH Zürich",2
13505,2021-01-27,Neuchâtel,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",1
13506,2021-01-09,Bern,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",14
13507,2020-10-08,Geneva,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",1
13508,2021-01-15,Geneva,,"Department of Biosystems Science and Engineering, ETH Zürich",1
13509,2020-11-13,Solothurn,B.1.1.369,"Department of Biosystems Science and Engineering, ETH Zürich",1
13510,2021-04-19,Graubünden,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13511,2021-01-11,Graubünden,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
13512,2021-02-27,Neuchâtel,B.1.160.29,"Genomics and Transcriptomics, Philip Morris International",1
13513,2021-01-15,Geneva,B.1.160.26,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
13514,2021-05-03,Geneva,B.1.351.3,"HUG, Laboratory of Virology and the Health2030 Genome Center",5
13515,2021-01-24,Basel-Stadt,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
13516,2020-11-10,Basel-Land,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",4
13517,2021-09-15,Schwyz,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",7
13518,2020-11-02,Valais,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",1
13519,2021-09-02,Zug,AY.41,"Department of Biosystems Science and Engineering, ETH Zürich",1
13520,2021-01-27,Zürich,B.1.177,"Institute of Medical Virology, University of Zurich",2
13521,2021-01-04,Uri,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",2
13522,2021-08-08,Basel-Stadt,AZ.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
13523,2020-12-30,Zürich,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",1
13524,2020-11-07,Aargau,B.1.416.1,"Department of Biosystems Science and Engineering, ETH Zürich",2
13525,2020-11-13,Bern,B.1.416.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
13526,2020-11-07,Solothurn,B.1.160.15,"Department of Biosystems Science and Engineering, ETH Zürich",1
